2.5726 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
118.0608 	EXP 	TestWordR: autoDraw = False
118.6836 	EXP 	New trial (rep=0, index=17): {'question': 'Какое слово зеленого цвета?', 'wordL': 'вечер', 'wordR': 'качество', 'wordcolorL': 'white', 'wordcolorR': 'green'}
118.7164 	DATA 	Keypress: j
118.7273 	EXP 	TestQuestion: autoDraw = False
118.7273 	EXP 	TestWordL: autoDraw = False
118.7273 	EXP 	TestWordR: autoDraw = False
118.7273 	EXP 	TestHint: autoDraw = False
118.7273 	EXP 	TestQuestion: text = 'Какое слово зеленого цвета?'
118.7273 	EXP 	TestWordL: text = 'вечер'
118.7273 	EXP 	TestWordR: text = 'качество'
118.7273 	EXP 	TestQuestion: autoDraw = True
121.7118 	EXP 	TestWordL: autoDraw = True
121.7118 	EXP 	TestWordR: autoDraw = True
121.7269 	EXP 	TestQuestion: autoDraw = False
123.7111 	EXP 	TestHint: autoDraw = True
123.7266 	EXP 	TestWordL: autoDraw = False
123.7266 	EXP 	TestWordR: autoDraw = False
124.0648 	EXP 	New trial (rep=0, index=18): {'question': 'Какое слово написано красным цветом?', 'wordL': 'статья', 'wordR': 'область', 'wordcolorL': 'white', 'wordcolorR': 'red'}
124.0939 	DATA 	Keypress: j
124.1109 	EXP 	TestQuestion: autoDraw = False
124.1109 	EXP 	TestWordL: autoDraw = False
124.1109 	EXP 	TestWordR: autoDraw = False
124.1109 	EXP 	TestHint: autoDraw = False
124.1109 	EXP 	TestQuestion: text = 'Какое слово написано красным цветом?'
124.1109 	EXP 	TestWordL: text = 'статья'
124.1109 	EXP 	TestWordR: text = 'область'
124.1109 	EXP 	TestQuestion: autoDraw = True
127.0951 	EXP 	TestWordL: autoDraw = True
127.0951 	EXP 	TestWordR: autoDraw = True
127.1146 	EXP 	TestQuestion: autoDraw = False
129.0964 	EXP 	TestWordL: autoDraw = False
129.0964 	EXP 	TestWordR: autoDraw = False
129.0964 	EXP 	TestHint: autoDraw = True
130.0255 	DATA 	Keypress: j
130.0438 	EXP 	TestQuestion: autoDraw = False
130.0438 	EXP 	TestWordL: autoDraw = False
130.0438 	EXP 	TestWordR: autoDraw = False
130.0438 	EXP 	TestHint: autoDraw = False
130.0438 	EXP 	Instr4_text: autoDraw = True
138.8656 	DATA 	Keypress: space
138.9292 	EXP 	Imported conditions_memory_recogn.xlsx as conditions, 80 conditions, 3 params
138.9308 	EXP 	Created sequence: random, trialTypes=80, nReps=1, seed=None
138.9316 	EXP 	New trial (rep=0, index=0): {'stimuluswords': 'лестница', 'lvl': 'semant', 'corrAns': 'j'}
138.9582 	EXP 	Instr4_text: autoDraw = False
138.9582 	EXP 	Recogn_word: text = 'лестница'
138.9582 	EXP 	Recogn_word: autoDraw = True
138.9582 	EXP 	Recogn_hint: autoDraw = True
140.3842 	DATA 	Keypress: f
140.3966 	EXP 	New trial (rep=0, index=1): {'stimuluswords': 'земля', 'lvl': 'filler', 'corrAns': 'f'}
140.4245 	EXP 	Recogn_word: autoDraw = False
140.4245 	EXP 	Recogn_hint: autoDraw = False
140.4245 	EXP 	Recogn_word: text = 'земля'
140.4245 	EXP 	Recogn_word: autoDraw = True
140.4245 	EXP 	Recogn_hint: autoDraw = True
143.0500 	DATA 	Keypress: j
143.0621 	EXP 	New trial (rep=0, index=2): {'stimuluswords': 'карман', 'lvl': 'filler', 'corrAns': 'f'}
143.0906 	EXP 	Recogn_word: autoDraw = False
143.0906 	EXP 	Recogn_hint: autoDraw = False
143.0906 	EXP 	Recogn_word: text = 'карман'
143.0906 	EXP 	Recogn_word: autoDraw = True
143.0906 	EXP 	Recogn_hint: autoDraw = True
143.9140 	EXP 	New trial (rep=0, index=3): {'stimuluswords': 'школа', 'lvl': 'filler', 'corrAns': 'f'}
143.9305 	DATA 	Keypress: f
143.9415 	EXP 	Recogn_word: autoDraw = False
143.9415 	EXP 	Recogn_hint: autoDraw = False
143.9415 	EXP 	Recogn_word: text = 'школа'
143.9415 	EXP 	Recogn_word: autoDraw = True
143.9415 	EXP 	Recogn_hint: autoDraw = True
144.9625 	EXP 	New trial (rep=0, index=4): {'stimuluswords': 'город', 'lvl': 'filler', 'corrAns': 'f'}
144.9786 	DATA 	Keypress: f
144.9904 	EXP 	Recogn_word: autoDraw = False
144.9904 	EXP 	Recogn_hint: autoDraw = False
144.9904 	EXP 	Recogn_word: text = 'город'
144.9904 	EXP 	Recogn_word: autoDraw = True
144.9904 	EXP 	Recogn_hint: autoDraw = True
145.9790 	EXP 	New trial (rep=0, index=5): {'stimuluswords': 'рассказ', 'lvl': 'sens', 'corrAns': 'j'}
145.9902 	DATA 	Keypress: f
146.0079 	EXP 	Recogn_word: autoDraw = False
146.0079 	EXP 	Recogn_hint: autoDraw = False
146.0079 	EXP 	Recogn_word: text = 'рассказ'
146.0079 	EXP 	Recogn_word: autoDraw = True
146.0079 	EXP 	Recogn_hint: autoDraw = True
147.5994 	DATA 	Keypress: f
147.6123 	EXP 	New trial (rep=0, index=6): {'stimuluswords': 'женщина', 'lvl': 'filler', 'corrAns': 'f'}
147.6409 	EXP 	Recogn_word: autoDraw = False
147.6409 	EXP 	Recogn_hint: autoDraw = False
147.6409 	EXP 	Recogn_word: text = 'женщина'
147.6409 	EXP 	Recogn_word: autoDraw = True
147.6409 	EXP 	Recogn_hint: autoDraw = True
148.9617 	EXP 	New trial (rep=0, index=7): {'stimuluswords': 'звезда', 'lvl': 'semant', 'corrAns': 'j'}
148.9755 	DATA 	Keypress: f
148.9899 	EXP 	Recogn_word: autoDraw = False
148.9899 	EXP 	Recogn_hint: autoDraw = False
148.9899 	EXP 	Recogn_word: text = 'звезда'
148.9899 	EXP 	Recogn_word: autoDraw = True
148.9899 	EXP 	Recogn_hint: autoDraw = True
149.5976 	DATA 	Keypress: j
149.6130 	EXP 	New trial (rep=0, index=8): {'stimuluswords': 'деньги', 'lvl': 'semant', 'corrAns': 'j'}
149.6408 	EXP 	Recogn_word: autoDraw = False
149.6408 	EXP 	Recogn_hint: autoDraw = False
149.6408 	EXP 	Recogn_word: text = 'деньги'
149.6408 	EXP 	Recogn_word: autoDraw = True
149.6408 	EXP 	Recogn_hint: autoDraw = True
151.3978 	DATA 	Keypress: j
151.4121 	EXP 	New trial (rep=0, index=9): {'stimuluswords': 'яблоко', 'lvl': 'semant', 'corrAns': 'j'}
151.4404 	EXP 	Recogn_word: autoDraw = False
151.4404 	EXP 	Recogn_hint: autoDraw = False
151.4404 	EXP 	Recogn_word: text = 'яблоко'
151.4404 	EXP 	Recogn_word: autoDraw = True
151.4404 	EXP 	Recogn_hint: autoDraw = True
152.0471 	EXP 	New trial (rep=0, index=10): {'stimuluswords': 'стихи', 'lvl': 'filler', 'corrAns': 'f'}
152.0580 	DATA 	Keypress: j
152.0744 	EXP 	Recogn_word: autoDraw = False
152.0744 	EXP 	Recogn_hint: autoDraw = False
152.0744 	EXP 	Recogn_word: text = 'стихи'
152.0744 	EXP 	Recogn_word: autoDraw = True
152.0744 	EXP 	Recogn_hint: autoDraw = True
153.6449 	EXP 	New trial (rep=0, index=11): {'stimuluswords': 'уровень', 'lvl': 'semant', 'corrAns': 'j'}
153.6593 	DATA 	Keypress: f
153.6739 	EXP 	Recogn_word: autoDraw = False
153.6739 	EXP 	Recogn_hint: autoDraw = False
153.6739 	EXP 	Recogn_word: text = 'уровень'
153.6739 	EXP 	Recogn_word: autoDraw = True
153.6739 	EXP 	Recogn_hint: autoDraw = True
154.5273 	EXP 	New trial (rep=0, index=12): {'stimuluswords': 'момент', 'lvl': 'sens', 'corrAns': 'j'}
154.5369 	DATA 	Keypress: j
154.5556 	EXP 	Recogn_word: autoDraw = False
154.5556 	EXP 	Recogn_hint: autoDraw = False
154.5556 	EXP 	Recogn_word: text = 'момент'
154.5556 	EXP 	Recogn_word: autoDraw = True
154.5556 	EXP 	Recogn_hint: autoDraw = True
156.2293 	DATA 	Keypress: j
158.0452 	EXP 	New trial (rep=0, index=13): {'stimuluswords': 'контакт', 'lvl': 'filler', 'corrAns': 'f'}
158.0574 	DATA 	Keypress: j
158.0730 	EXP 	Recogn_word: autoDraw = False
158.0730 	EXP 	Recogn_hint: autoDraw = False
158.0730 	EXP 	Recogn_word: text = 'контакт'
158.0730 	EXP 	Recogn_word: autoDraw = True
158.0730 	EXP 	Recogn_hint: autoDraw = True
160.3115 	EXP 	New trial (rep=0, index=14): {'stimuluswords': 'кольцо', 'lvl': 'filler', 'corrAns': 'f'}
160.3242 	DATA 	Keypress: f
160.3392 	EXP 	Recogn_word: autoDraw = False
160.3392 	EXP 	Recogn_hint: autoDraw = False
160.3392 	EXP 	Recogn_word: text = 'кольцо'
160.3392 	EXP 	Recogn_word: autoDraw = True
160.3392 	EXP 	Recogn_hint: autoDraw = True
162.6663 	DATA 	Keypress: f
162.6778 	EXP 	New trial (rep=0, index=15): {'stimuluswords': 'печать', 'lvl': 'semant', 'corrAns': 'j'}
162.7055 	EXP 	Recogn_word: autoDraw = False
162.7055 	EXP 	Recogn_hint: autoDraw = False
162.7055 	EXP 	Recogn_word: text = 'печать'
162.7055 	EXP 	Recogn_word: autoDraw = True
162.7055 	EXP 	Recogn_hint: autoDraw = True
163.5257 	EXP 	New trial (rep=0, index=16): {'stimuluswords': 'язык', 'lvl': 'sens', 'corrAns': 'j'}
163.5397 	DATA 	Keypress: j
163.5545 	EXP 	Recogn_word: autoDraw = False
163.5545 	EXP 	Recogn_hint: autoDraw = False
163.5545 	EXP 	Recogn_word: text = 'язык'
163.5545 	EXP 	Recogn_word: autoDraw = True
163.5545 	EXP 	Recogn_hint: autoDraw = True
164.4266 	EXP 	New trial (rep=0, index=17): {'stimuluswords': 'действие', 'lvl': 'filler', 'corrAns': 'f'}
164.4413 	DATA 	Keypress: j
164.4542 	EXP 	Recogn_word: autoDraw = False
164.4542 	EXP 	Recogn_hint: autoDraw = False
164.4542 	EXP 	Recogn_word: text = 'действие'
164.4542 	EXP 	Recogn_word: autoDraw = True
164.4542 	EXP 	Recogn_hint: autoDraw = True
165.2474 	DATA 	Keypress: f
165.2587 	EXP 	New trial (rep=0, index=18): {'stimuluswords': 'голова', 'lvl': 'filler', 'corrAns': 'f'}
165.2874 	EXP 	Recogn_word: autoDraw = False
165.2874 	EXP 	Recogn_hint: autoDraw = False
165.2874 	EXP 	Recogn_word: text = 'голова'
165.2874 	EXP 	Recogn_word: autoDraw = True
165.2874 	EXP 	Recogn_hint: autoDraw = True
170.9921 	EXP 	New trial (rep=0, index=19): {'stimuluswords': 'порядок', 'lvl': 'sens', 'corrAns': 'j'}
171.0015 	DATA 	Keypress: j
171.0201 	EXP 	Recogn_word: autoDraw = False
171.0201 	EXP 	Recogn_hint: autoDraw = False
171.0201 	EXP 	Recogn_word: text = 'порядок'
171.0201 	EXP 	Recogn_word: autoDraw = True
171.0201 	EXP 	Recogn_hint: autoDraw = True
174.5090 	EXP 	New trial (rep=0, index=20): {'stimuluswords': 'песня', 'lvl': 'semant', 'corrAns': 'j'}
174.5218 	DATA 	Keypress: f
174.5374 	EXP 	Recogn_word: autoDraw = False
174.5374 	EXP 	Recogn_hint: autoDraw = False
174.5374 	EXP 	Recogn_word: text = 'песня'
174.5374 	EXP 	Recogn_word: autoDraw = True
174.5374 	EXP 	Recogn_hint: autoDraw = True
175.9481 	DATA 	Keypress: j
175.9587 	EXP 	New trial (rep=0, index=21): {'stimuluswords': 'дочка', 'lvl': 'filler', 'corrAns': 'f'}
175.9861 	EXP 	Recogn_word: autoDraw = False
175.9861 	EXP 	Recogn_hint: autoDraw = False
175.9861 	EXP 	Recogn_word: text = 'дочка'
175.9861 	EXP 	Recogn_word: autoDraw = True
175.9861 	EXP 	Recogn_hint: autoDraw = True
176.9917 	EXP 	New trial (rep=0, index=22): {'stimuluswords': 'море', 'lvl': 'semant', 'corrAns': 'j'}
177.0038 	DATA 	Keypress: j
177.0192 	EXP 	Recogn_word: autoDraw = False
177.0192 	EXP 	Recogn_hint: autoDraw = False
177.0192 	EXP 	Recogn_word: text = 'море'
177.0192 	EXP 	Recogn_word: autoDraw = True
177.0192 	EXP 	Recogn_hint: autoDraw = True
177.7605 	DATA 	Keypress: j
177.7750 	EXP 	New trial (rep=0, index=23): {'stimuluswords': 'мама', 'lvl': 'filler', 'corrAns': 'f'}
177.8034 	EXP 	Recogn_word: autoDraw = False
177.8034 	EXP 	Recogn_hint: autoDraw = False
177.8034 	EXP 	Recogn_word: text = 'мама'
177.8034 	EXP 	Recogn_word: autoDraw = True
177.8034 	EXP 	Recogn_hint: autoDraw = True
178.5597 	DATA 	Keypress: j
178.5749 	EXP 	New trial (rep=0, index=24): {'stimuluswords': 'прокурор', 'lvl': 'filler', 'corrAns': 'f'}
178.5890 	EXP 	Recogn_word: autoDraw = False
178.5890 	EXP 	Recogn_hint: autoDraw = False
178.5890 	EXP 	Recogn_word: text = 'прокурор'
178.5890 	EXP 	Recogn_word: autoDraw = True
178.5890 	EXP 	Recogn_hint: autoDraw = True
179.6077 	EXP 	New trial (rep=0, index=25): {'stimuluswords': 'масштаб', 'lvl': 'sens', 'corrAns': 'j'}
179.6199 	DATA 	Keypress: f
179.6365 	EXP 	Recogn_word: autoDraw = False
179.6365 	EXP 	Recogn_hint: autoDraw = False
179.6365 	EXP 	Recogn_word: text = 'масштаб'
179.6365 	EXP 	Recogn_word: autoDraw = True
179.6365 	EXP 	Recogn_hint: autoDraw = True
180.8799 	DATA 	Keypress: f
180.8903 	EXP 	New trial (rep=0, index=26): {'stimuluswords': 'форма', 'lvl': 'filler', 'corrAns': 'f'}
180.9185 	EXP 	Recogn_word: autoDraw = False
180.9185 	EXP 	Recogn_hint: autoDraw = False
180.9185 	EXP 	Recogn_word: text = 'форма'
180.9185 	EXP 	Recogn_word: autoDraw = True
180.9185 	EXP 	Recogn_hint: autoDraw = True
181.6460 	DATA 	Keypress: f
181.6565 	EXP 	New trial (rep=0, index=27): {'stimuluswords': 'дача', 'lvl': 'filler', 'corrAns': 'f'}
181.6853 	EXP 	Recogn_word: autoDraw = False
181.6853 	EXP 	Recogn_hint: autoDraw = False
181.6853 	EXP 	Recogn_word: text = 'дача'
181.6853 	EXP 	Recogn_word: autoDraw = True
181.6853 	EXP 	Recogn_hint: autoDraw = True
182.3127 	EXP 	New trial (rep=0, index=28): {'stimuluswords': 'металл', 'lvl': 'sens', 'corrAns': 'j'}
182.3275 	DATA 	Keypress: f
182.3361 	EXP 	Recogn_word: autoDraw = False
182.3361 	EXP 	Recogn_hint: autoDraw = False
182.3361 	EXP 	Recogn_word: text = 'металл'
182.3361 	EXP 	Recogn_word: autoDraw = True
182.3361 	EXP 	Recogn_hint: autoDraw = True
183.0942 	DATA 	Keypress: j
183.1073 	EXP 	New trial (rep=0, index=29): {'stimuluswords': 'столик', 'lvl': 'filler', 'corrAns': 'f'}
183.1364 	EXP 	Recogn_word: autoDraw = False
183.1364 	EXP 	Recogn_hint: autoDraw = False
183.1364 	EXP 	Recogn_word: text = 'столик'
183.1364 	EXP 	Recogn_word: autoDraw = True
183.1364 	EXP 	Recogn_hint: autoDraw = True
184.3072 	EXP 	New trial (rep=0, index=30): {'stimuluswords': 'сюжет', 'lvl': 'filler', 'corrAns': 'f'}
184.3203 	DATA 	Keypress: f
184.3361 	EXP 	Recogn_word: autoDraw = False
184.3361 	EXP 	Recogn_hint: autoDraw = False
184.3361 	EXP 	Recogn_word: text = 'сюжет'
184.3361 	EXP 	Recogn_word: autoDraw = True
184.3361 	EXP 	Recogn_hint: autoDraw = True
186.1440 	DATA 	Keypress: j
186.1563 	EXP 	New trial (rep=0, index=31): {'stimuluswords': 'транспорт', 'lvl': 'semant', 'corrAns': 'j'}
186.1848 	EXP 	Recogn_word: autoDraw = False
186.1848 	EXP 	Recogn_hint: autoDraw = False
186.1848 	EXP 	Recogn_word: text = 'транспорт'
186.1848 	EXP 	Recogn_word: autoDraw = True
186.1848 	EXP 	Recogn_hint: autoDraw = True
187.6956 	DATA 	Keypress: j
187.7085 	EXP 	New trial (rep=0, index=32): {'stimuluswords': 'образ', 'lvl': 'semant', 'corrAns': 'j'}
187.7354 	EXP 	Recogn_word: autoDraw = False
187.7354 	EXP 	Recogn_hint: autoDraw = False
187.7354 	EXP 	Recogn_word: text = 'образ'
187.7354 	EXP 	Recogn_word: autoDraw = True
187.7354 	EXP 	Recogn_hint: autoDraw = True
188.9600 	DATA 	Keypress: f
188.9734 	EXP 	New trial (rep=0, index=33): {'stimuluswords': 'закон', 'lvl': 'filler', 'corrAns': 'f'}
189.0020 	EXP 	Recogn_word: autoDraw = False
189.0020 	EXP 	Recogn_hint: autoDraw = False
189.0020 	EXP 	Recogn_word: text = 'закон'
189.0020 	EXP 	Recogn_word: autoDraw = True
189.0020 	EXP 	Recogn_hint: autoDraw = True
192.0223 	EXP 	New trial (rep=0, index=34): {'stimuluswords': 'нога', 'lvl': 'filler', 'corrAns': 'f'}
192.0341 	DATA 	Keypress: f
192.0504 	EXP 	Recogn_word: autoDraw = False
192.0504 	EXP 	Recogn_hint: autoDraw = False
192.0504 	EXP 	Recogn_word: text = 'нога'
192.0504 	EXP 	Recogn_word: autoDraw = True
192.0504 	EXP 	Recogn_hint: autoDraw = True
192.8547 	EXP 	New trial (rep=0, index=35): {'stimuluswords': 'секунда', 'lvl': 'filler', 'corrAns': 'f'}
192.8637 	DATA 	Keypress: f
192.8702 	EXP 	Recogn_word: autoDraw = False
192.8702 	EXP 	Recogn_hint: autoDraw = False
192.8702 	EXP 	Recogn_word: text = 'секунда'
192.8702 	EXP 	Recogn_word: autoDraw = True
192.8702 	EXP 	Recogn_hint: autoDraw = True
194.1551 	EXP 	New trial (rep=0, index=36): {'stimuluswords': 'рынок', 'lvl': 'filler', 'corrAns': 'f'}
194.1646 	DATA 	Keypress: f
194.1836 	EXP 	Recogn_word: autoDraw = False
194.1836 	EXP 	Recogn_hint: autoDraw = False
194.1836 	EXP 	Recogn_word: text = 'рынок'
194.1836 	EXP 	Recogn_word: autoDraw = True
194.1836 	EXP 	Recogn_hint: autoDraw = True
195.4552 	EXP 	New trial (rep=0, index=37): {'stimuluswords': 'краска', 'lvl': 'semant', 'corrAns': 'j'}
195.4642 	DATA 	Keypress: f
195.4706 	EXP 	Recogn_word: autoDraw = False
195.4706 	EXP 	Recogn_hint: autoDraw = False
195.4706 	EXP 	Recogn_word: text = 'краска'
195.4706 	EXP 	Recogn_word: autoDraw = True
195.4706 	EXP 	Recogn_hint: autoDraw = True
196.0137 	DATA 	Keypress: j
196.0260 	EXP 	New trial (rep=0, index=38): {'stimuluswords': 'лошадь', 'lvl': 'sens', 'corrAns': 'j'}
196.0499 	EXP 	Recogn_word: autoDraw = False
196.0499 	EXP 	Recogn_hint: autoDraw = False
196.0499 	EXP 	Recogn_word: text = 'лошадь'
196.0499 	EXP 	Recogn_word: autoDraw = True
196.0499 	EXP 	Recogn_hint: autoDraw = True
197.5394 	EXP 	New trial (rep=0, index=39): {'stimuluswords': 'начало', 'lvl': 'filler', 'corrAns': 'f'}
197.5534 	DATA 	Keypress: f
197.5674 	EXP 	Recogn_word: autoDraw = False
197.5674 	EXP 	Recogn_hint: autoDraw = False
197.5674 	EXP 	Recogn_word: text = 'начало'
197.5674 	EXP 	Recogn_word: autoDraw = True
197.5674 	EXP 	Recogn_hint: autoDraw = True
199.6054 	EXP 	New trial (rep=0, index=40): {'stimuluswords': 'вечер', 'lvl': 'sens', 'corrAns': 'j'}
199.6172 	DATA 	Keypress: j
199.6341 	EXP 	Recogn_word: autoDraw = False
199.6341 	EXP 	Recogn_hint: autoDraw = False
199.6341 	EXP 	Recogn_word: text = 'вечер'
199.6341 	EXP 	Recogn_word: autoDraw = True
199.6341 	EXP 	Recogn_hint: autoDraw = True
201.7872 	EXP 	New trial (rep=0, index=41): {'stimuluswords': 'вода', 'lvl': 'sens', 'corrAns': 'j'}
201.7977 	DATA 	Keypress: f
201.8159 	EXP 	Recogn_word: autoDraw = False
201.8159 	EXP 	Recogn_hint: autoDraw = False
201.8159 	EXP 	Recogn_word: text = 'вода'
201.8159 	EXP 	Recogn_word: autoDraw = True
201.8159 	EXP 	Recogn_hint: autoDraw = True
202.5545 	EXP 	New trial (rep=0, index=42): {'stimuluswords': 'отец', 'lvl': 'sens', 'corrAns': 'j'}
202.5675 	DATA 	Keypress: j
202.5823 	EXP 	Recogn_word: autoDraw = False
202.5823 	EXP 	Recogn_hint: autoDraw = False
202.5823 	EXP 	Recogn_word: text = 'отец'
202.5823 	EXP 	Recogn_word: autoDraw = True
202.5823 	EXP 	Recogn_hint: autoDraw = True
203.8738 	DATA 	Keypress: f
203.8872 	EXP 	New trial (rep=0, index=43): {'stimuluswords': 'танец', 'lvl': 'filler', 'corrAns': 'f'}
203.9156 	EXP 	Recogn_word: autoDraw = False
203.9156 	EXP 	Recogn_hint: autoDraw = False
203.9156 	EXP 	Recogn_word: text = 'танец'
203.9156 	EXP 	Recogn_word: autoDraw = True
203.9156 	EXP 	Recogn_hint: autoDraw = True
205.0045 	EXP 	New trial (rep=0, index=44): {'stimuluswords': 'качество', 'lvl': 'sens', 'corrAns': 'j'}
205.0172 	DATA 	Keypress: f
205.0332 	EXP 	Recogn_word: autoDraw = False
205.0332 	EXP 	Recogn_hint: autoDraw = False
205.0332 	EXP 	Recogn_word: text = 'качество'
205.0332 	EXP 	Recogn_word: autoDraw = True
205.0332 	EXP 	Recogn_hint: autoDraw = True
206.1718 	EXP 	New trial (rep=0, index=45): {'stimuluswords': 'версия', 'lvl': 'sens', 'corrAns': 'j'}
206.1814 	DATA 	Keypress: f
206.1995 	EXP 	Recogn_word: autoDraw = False
206.1995 	EXP 	Recogn_hint: autoDraw = False
206.1995 	EXP 	Recogn_word: text = 'версия'
206.1995 	EXP 	Recogn_word: autoDraw = True
206.1995 	EXP 	Recogn_hint: autoDraw = True
207.4044 	EXP 	New trial (rep=0, index=46): {'stimuluswords': 'молоко', 'lvl': 'sens', 'corrAns': 'j'}
207.4156 	DATA 	Keypress: f
207.4327 	EXP 	Recogn_word: autoDraw = False
207.4327 	EXP 	Recogn_hint: autoDraw = False
207.4327 	EXP 	Recogn_word: text = 'молоко'
207.4327 	EXP 	Recogn_word: autoDraw = True
207.4327 	EXP 	Recogn_hint: autoDraw = True
207.9866 	EXP 	New trial (rep=0, index=47): {'stimuluswords': 'машина', 'lvl': 'semant', 'corrAns': 'j'}
207.9979 	DATA 	Keypress: j
208.0149 	EXP 	Recogn_word: autoDraw = False
208.0149 	EXP 	Recogn_hint: autoDraw = False
208.0149 	EXP 	Recogn_word: text = 'машина'
208.0149 	EXP 	Recogn_word: autoDraw = True
208.0149 	EXP 	Recogn_hint: autoDraw = True
208.8042 	EXP 	New trial (rep=0, index=48): {'stimuluswords': 'число', 'lvl': 'filler', 'corrAns': 'f'}
208.8175 	DATA 	Keypress: j
208.8325 	EXP 	Recogn_word: autoDraw = False
208.8325 	EXP 	Recogn_hint: autoDraw = False
208.8325 	EXP 	Recogn_word: text = 'число'
208.8325 	EXP 	Recogn_word: autoDraw = True
208.8325 	EXP 	Recogn_hint: autoDraw = True
209.4748 	DATA 	Keypress: j
209.4866 	EXP 	New trial (rep=0, index=49): {'stimuluswords': 'народ', 'lvl': 'filler', 'corrAns': 'f'}
209.5148 	EXP 	Recogn_word: autoDraw = False
209.5148 	EXP 	Recogn_hint: autoDraw = False
209.5148 	EXP 	Recogn_word: text = 'народ'
209.5148 	EXP 	Recogn_word: autoDraw = True
209.5148 	EXP 	Recogn_hint: autoDraw = True
210.7903 	DATA 	Keypress: f
210.8042 	EXP 	New trial (rep=0, index=50): {'stimuluswords': 'поиск', 'lvl': 'filler', 'corrAns': 'f'}
210.8324 	EXP 	Recogn_word: autoDraw = False
210.8324 	EXP 	Recogn_hint: autoDraw = False
210.8324 	EXP 	Recogn_word: text = 'поиск'
210.8324 	EXP 	Recogn_word: autoDraw = True
210.8324 	EXP 	Recogn_hint: autoDraw = True
211.5064 	DATA 	Keypress: f
211.5189 	EXP 	New trial (rep=0, index=51): {'stimuluswords': 'месяц', 'lvl': 'sens', 'corrAns': 'j'}
211.5347 	EXP 	Recogn_word: autoDraw = False
211.5347 	EXP 	Recogn_hint: autoDraw = False
211.5347 	EXP 	Recogn_word: text = 'месяц'
211.5347 	EXP 	Recogn_word: autoDraw = True
211.5347 	EXP 	Recogn_hint: autoDraw = True
212.2699 	EXP 	New trial (rep=0, index=52): {'stimuluswords': 'село', 'lvl': 'filler', 'corrAns': 'f'}
212.2813 	DATA 	Keypress: j
212.2988 	EXP 	Recogn_word: autoDraw = False
212.2988 	EXP 	Recogn_hint: autoDraw = False
212.2988 	EXP 	Recogn_word: text = 'село'
212.2988 	EXP 	Recogn_word: autoDraw = True
212.2988 	EXP 	Recogn_hint: autoDraw = True
213.1185 	EXP 	New trial (rep=0, index=53): {'stimuluswords': 'зима', 'lvl': 'semant', 'corrAns': 'j'}
213.1280 	DATA 	Keypress: f
213.1346 	EXP 	Recogn_word: autoDraw = False
213.1346 	EXP 	Recogn_hint: autoDraw = False
213.1346 	EXP 	Recogn_word: text = 'зима'
213.1346 	EXP 	Recogn_word: autoDraw = True
213.1346 	EXP 	Recogn_hint: autoDraw = True
214.0040 	EXP 	New trial (rep=0, index=54): {'stimuluswords': 'группа', 'lvl': 'filler', 'corrAns': 'f'}
214.0173 	DATA 	Keypress: j
214.0320 	EXP 	Recogn_word: autoDraw = False
214.0320 	EXP 	Recogn_hint: autoDraw = False
214.0320 	EXP 	Recogn_word: text = 'группа'
214.0320 	EXP 	Recogn_word: autoDraw = True
214.0320 	EXP 	Recogn_hint: autoDraw = True
214.9189 	EXP 	New trial (rep=0, index=55): {'stimuluswords': 'масса', 'lvl': 'filler', 'corrAns': 'f'}
214.9284 	DATA 	Keypress: f
214.9473 	EXP 	Recogn_word: autoDraw = False
214.9473 	EXP 	Recogn_hint: autoDraw = False
214.9473 	EXP 	Recogn_word: text = 'масса'
214.9473 	EXP 	Recogn_word: autoDraw = True
214.9473 	EXP 	Recogn_hint: autoDraw = True
216.0883 	DATA 	Keypress: f
216.1030 	EXP 	New trial (rep=0, index=56): {'stimuluswords': 'десяток', 'lvl': 'filler', 'corrAns': 'f'}
216.1318 	EXP 	Recogn_word: autoDraw = False
216.1318 	EXP 	Recogn_hint: autoDraw = False
216.1318 	EXP 	Recogn_word: text = 'десяток'
216.1318 	EXP 	Recogn_word: autoDraw = True
216.1318 	EXP 	Recogn_hint: autoDraw = True
217.0024 	EXP 	New trial (rep=0, index=57): {'stimuluswords': 'процент', 'lvl': 'filler', 'corrAns': 'f'}
217.0102 	DATA 	Keypress: f
217.0158 	EXP 	Recogn_word: autoDraw = False
217.0158 	EXP 	Recogn_hint: autoDraw = False
217.0158 	EXP 	Recogn_word: text = 'процент'
217.0158 	EXP 	Recogn_word: autoDraw = True
217.0158 	EXP 	Recogn_hint: autoDraw = True
217.7361 	EXP 	New trial (rep=0, index=58): {'stimuluswords': 'книга', 'lvl': 'filler', 'corrAns': 'f'}
217.7450 	DATA 	Keypress: f
217.7645 	EXP 	Recogn_word: autoDraw = False
217.7645 	EXP 	Recogn_hint: autoDraw = False
217.7645 	EXP 	Recogn_word: text = 'книга'
217.7645 	EXP 	Recogn_word: autoDraw = True
217.7645 	EXP 	Recogn_hint: autoDraw = True
218.5687 	EXP 	New trial (rep=0, index=59): {'stimuluswords': 'режим', 'lvl': 'semant', 'corrAns': 'j'}
218.5771 	DATA 	Keypress: f
218.5826 	EXP 	Recogn_word: autoDraw = False
218.5826 	EXP 	Recogn_hint: autoDraw = False
