2.5726 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
12.8196 	EXP 	Created TestWordL = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='TestWordL', opacity=1, ori=0.0, pos=array([-0.2,  0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.8212 	EXP 	Created TestWordR = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='TestWordR', opacity=1, ori=0.0, pos=array([0.2, 0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.8284 	EXP 	Created TestHint = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='TestHint', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.8598 	EXP 	Created Instr4_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='Instr4_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.8613 	EXP 	Created Recogn_word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='Recogn_word', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.8686 	EXP 	Created Recogn_hint = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='Recogn_hint', opacity=1, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.8776 	EXP 	Created Goodbye_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='Goodbye_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.9131 	WARNING 	t of last frame was 1137.49ms (=1/0)
12.9131 	EXP 	Instr1_text: autoDraw = True
13.3263 	WARNING 	t of last frame was 28.16ms (=1/35)
16.2858 	DATA 	Keypress: space
16.2929 	EXP 	Instr1_text: autoDraw = False
16.2929 	EXP 	Instr2_text: autoDraw = True
16.7306 	WARNING 	t of last frame was 20.39ms (=1/49)
16.7595 	WARNING 	t of last frame was 28.83ms (=1/34)
18.0518 	DATA 	Keypress: space
18.0593 	EXP 	Instr2_text: autoDraw = False
18.0593 	EXP 	ExQuestion: autoDraw = True
21.0412 	EXP 	ExWordL: autoDraw = True
21.0412 	EXP 	ExWordR: autoDraw = True
21.0741 	EXP 	ExQuestion: autoDraw = False
23.0403 	EXP 	ExWordL: autoDraw = False
23.0403 	EXP 	ExWordR: autoDraw = False
23.0403 	EXP 	ExHint: autoDraw = True
23.6360 	DATA 	Keypress: f
23.6422 	EXP 	ExQuestion: autoDraw = False
23.6422 	EXP 	ExWordL: autoDraw = False
23.6422 	EXP 	ExWordR: autoDraw = False
23.6422 	EXP 	ExHint: autoDraw = False
23.6422 	EXP 	Instr3_text: autoDraw = True
23.6624 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
24.7046 	DATA 	Keypress: space
24.7734 	EXP 	Imported conditions_memory_loop.xlsx as conditions, 19 conditions, 5 params
24.7747 	EXP 	Created sequence: random, trialTypes=19, nReps=1, seed=None
24.7754 	EXP 	New trial (rep=0, index=0): {'question': 'Какое слово относится к категории члены семьи?', 'wordL': 'звезда', 'wordR': 'сестра', 'wordcolorL': 'white', 'wordcolorR': 'white'}
24.8402 	EXP 	Instr3_text: autoDraw = False
24.8402 	EXP 	TestQuestion: text = 'Какое слово относится к категории члены семьи?'
24.8402 	EXP 	TestWordL: text = 'звезда'
24.8402 	EXP 	TestWordR: text = 'сестра'
24.8402 	EXP 	TestQuestion: autoDraw = True
27.8244 	EXP 	TestWordL: autoDraw = True
27.8244 	EXP 	TestWordR: autoDraw = True
27.8399 	EXP 	TestQuestion: autoDraw = False
29.8242 	EXP 	TestHint: autoDraw = True
29.8397 	EXP 	TestWordL: autoDraw = False
29.8397 	EXP 	TestWordR: autoDraw = False
30.2629 	EXP 	New trial (rep=0, index=1): {'question': 'В каком слове 3 буквы “О”?', 'wordL': 'молоко', 'wordR': 'металл', 'wordcolorL': 'white', 'wordcolorR': 'white'}
30.3149 	DATA 	Keypress: j
30.3241 	EXP 	TestQuestion: autoDraw = False
30.3241 	EXP 	TestWordL: autoDraw = False
30.3241 	EXP 	TestWordR: autoDraw = False
30.3241 	EXP 	TestHint: autoDraw = False
30.3241 	EXP 	TestQuestion: text = 'В каком слове 3 буквы “О”?'
30.3241 	EXP 	TestWordL: text = 'молоко'
30.3241 	EXP 	TestWordR: text = 'металл'
30.3241 	EXP 	TestQuestion: autoDraw = True
33.3058 	EXP 	TestWordL: autoDraw = True
33.3058 	EXP 	TestWordR: autoDraw = True
33.3391 	EXP 	TestQuestion: autoDraw = False
35.3055 	EXP 	TestWordL: autoDraw = False
35.3055 	EXP 	TestWordR: autoDraw = False
35.3055 	EXP 	TestHint: autoDraw = True
35.8284 	EXP 	New trial (rep=0, index=2): {'question': 'Какое слово написано с заглавной буквы?', 'wordL': 'Лошадь', 'wordR': 'рассказ', 'wordcolorL': 'white', 'wordcolorR': 'white'}
35.8729 	DATA 	Keypress: f
35.8902 	EXP 	TestQuestion: autoDraw = False
35.8902 	EXP 	TestWordL: autoDraw = False
35.8902 	EXP 	TestWordR: autoDraw = False
35.8902 	EXP 	TestHint: autoDraw = False
35.8902 	EXP 	TestQuestion: text = 'Какое слово написано с заглавной буквы?'
35.8902 	EXP 	TestWordL: text = 'Лошадь'
35.8902 	EXP 	TestWordR: text = 'рассказ'
35.8902 	EXP 	TestQuestion: autoDraw = True
38.8719 	EXP 	TestWordL: autoDraw = True
38.8719 	EXP 	TestWordR: autoDraw = True
38.9051 	EXP 	TestQuestion: autoDraw = False
40.2449 	DATA 	Keypress: f
40.8716 	EXP 	TestWordL: autoDraw = False
40.8716 	EXP 	TestWordR: autoDraw = False
40.8716 	EXP 	TestHint: autoDraw = True
41.2435 	EXP 	New trial (rep=0, index=3): {'question': 'Какое слово относится к временам года?', 'wordL': 'зима', 'wordR': 'режим', 'wordcolorL': 'white', 'wordcolorR': 'white'}
41.2806 	DATA 	Keypress: f
41.2890 	EXP 	TestQuestion: autoDraw = False
41.2890 	EXP 	TestWordL: autoDraw = False
41.2890 	EXP 	TestWordR: autoDraw = False
41.2890 	EXP 	TestHint: autoDraw = False
41.2890 	EXP 	TestQuestion: text = 'Какое слово относится к временам года?'
41.2890 	EXP 	TestWordL: text = 'зима'
41.2890 	EXP 	TestWordR: text = 'режим'
41.2890 	EXP 	TestQuestion: autoDraw = True
44.2720 	EXP 	TestWordL: autoDraw = True
44.2720 	EXP 	TestWordR: autoDraw = True
44.2888 	EXP 	TestQuestion: autoDraw = False
46.2706 	EXP 	TestWordL: autoDraw = False
46.2706 	EXP 	TestWordR: autoDraw = False
46.2706 	EXP 	TestHint: autoDraw = True
46.6269 	EXP 	New trial (rep=0, index=4): {'question': 'Какое слово желтого цвета?', 'wordL': 'масштаб', 'wordR': 'версия', 'wordcolorL': 'white', 'wordcolorR': 'yellow'}
46.6539 	DATA 	Keypress: f
46.6706 	EXP 	TestQuestion: autoDraw = False
46.6706 	EXP 	TestWordL: autoDraw = False
46.6706 	EXP 	TestWordR: autoDraw = False
46.6706 	EXP 	TestHint: autoDraw = False
46.6706 	EXP 	TestQuestion: text = 'Какое слово желтого цвета?'
46.6706 	EXP 	TestWordL: text = 'масштаб'
46.6706 	EXP 	TestWordR: text = 'версия'
46.6706 	EXP 	TestQuestion: autoDraw = True
49.6556 	EXP 	TestWordL: autoDraw = True
49.6556 	EXP 	TestWordR: autoDraw = True
49.6703 	EXP 	TestQuestion: autoDraw = False
51.6546 	EXP 	TestHint: autoDraw = True
51.6698 	EXP 	TestWordL: autoDraw = False
51.6698 	EXP 	TestWordR: autoDraw = False
52.4264 	EXP 	New trial (rep=0, index=5): {'question': 'Какое слово написано мелким шрифтом?', 'wordL': 'месяц', 'wordR': 'ЯЗЫК', 'wordcolorL': 'white', 'wordcolorR': 'white'}
52.4646 	DATA 	Keypress: j
52.4705 	EXP 	TestQuestion: autoDraw = False
52.4705 	EXP 	TestWordL: autoDraw = False
52.4705 	EXP 	TestWordR: autoDraw = False
52.4705 	EXP 	TestHint: autoDraw = False
52.4705 	EXP 	TestQuestion: text = 'Какое слово написано мелким шрифтом?'
52.4705 	EXP 	TestWordL: text = 'месяц'
52.4705 	EXP 	TestWordR: text = 'ЯЗЫК'
52.4705 	EXP 	TestQuestion: autoDraw = True
55.4542 	EXP 	TestWordL: autoDraw = True
55.4542 	EXP 	TestWordR: autoDraw = True
55.4696 	EXP 	TestQuestion: autoDraw = False
57.4539 	EXP 	TestHint: autoDraw = True
57.4695 	EXP 	TestWordL: autoDraw = False
57.4695 	EXP 	TestWordR: autoDraw = False
58.6609 	DATA 	Keypress: f
58.6747 	EXP 	New trial (rep=0, index=6): {'question': 'Какое слово написано с заглавной буквы?', 'wordL': 'Студент', 'wordR': 'дядя', 'wordcolorL': 'white', 'wordcolorR': 'white'}
58.7199 	EXP 	TestQuestion: autoDraw = False
58.7199 	EXP 	TestWordL: autoDraw = False
58.7199 	EXP 	TestWordR: autoDraw = False
58.7199 	EXP 	TestHint: autoDraw = False
58.7199 	EXP 	TestQuestion: text = 'Какое слово написано с заглавной буквы?'
58.7199 	EXP 	TestWordL: text = 'Студент'
58.7199 	EXP 	TestWordR: text = 'дядя'
58.7199 	EXP 	TestQuestion: autoDraw = True
61.7040 	EXP 	TestWordL: autoDraw = True
61.7040 	EXP 	TestWordR: autoDraw = True
61.7234 	EXP 	TestQuestion: autoDraw = False
63.5129 	DATA 	Keypress: f
63.7057 	EXP 	TestWordL: autoDraw = False
63.7057 	EXP 	TestWordR: autoDraw = False
63.7057 	EXP 	TestHint: autoDraw = True
64.2105 	EXP 	New trial (rep=0, index=7): {'question': 'Какое слово относится к категории фрукты?', 'wordL': 'яблоко ', 'wordR': 'лестница', 'wordcolorL': 'white', 'wordcolorR': 'white'}
64.2473 	DATA 	Keypress: f
64.2545 	EXP 	TestQuestion: autoDraw = False
64.2545 	EXP 	TestWordL: autoDraw = False
64.2545 	EXP 	TestWordR: autoDraw = False
64.2545 	EXP 	TestHint: autoDraw = False
64.2545 	EXP 	TestQuestion: text = 'Какое слово относится к категории фрукты?'
64.2545 	EXP 	TestWordL: text = 'яблоко '
64.2545 	EXP 	TestWordR: text = 'лестница'
64.2545 	EXP 	TestQuestion: autoDraw = True
67.2523 	EXP 	TestWordL: autoDraw = True
67.2523 	EXP 	TestWordR: autoDraw = True
67.2678 	EXP 	TestQuestion: autoDraw = False
68.7249 	DATA 	Keypress: f
69.2340 	EXP 	TestHint: autoDraw = True
69.2715 	EXP 	TestWordL: autoDraw = False
69.2715 	EXP 	TestWordR: autoDraw = False
69.6765 	EXP 	New trial (rep=0, index=8): {'question': 'Какое слово относится к категории учебные предметы в школе?', 'wordL': 'право', 'wordR': 'образ', 'wordcolorL': 'white', 'wordcolorR': 'white'}
69.7113 	DATA 	Keypress: f
69.7185 	EXP 	TestQuestion: autoDraw = False
69.7185 	EXP 	TestWordL: autoDraw = False
69.7185 	EXP 	TestWordR: autoDraw = False
69.7185 	EXP 	TestHint: autoDraw = False
69.7185 	EXP 	TestQuestion: text = 'Какое слово относится к категории учебные предметы в школе?'
69.7185 	EXP 	TestWordL: text = 'право'
69.7185 	EXP 	TestWordR: text = 'образ'
69.7185 	EXP 	TestQuestion: autoDraw = True
72.7196 	EXP 	TestWordL: autoDraw = True
72.7196 	EXP 	TestWordR: autoDraw = True
72.7377 	EXP 	TestQuestion: autoDraw = False
74.7182 	EXP 	TestHint: autoDraw = True
74.7336 	EXP 	TestWordL: autoDraw = False
74.7336 	EXP 	TestWordR: autoDraw = False
75.3902 	EXP 	New trial (rep=0, index=9): {'question': 'Чем рисуют картины?', 'wordL': 'транспорт', 'wordR': 'краска', 'wordcolorL': 'white', 'wordcolorR': 'white'}
75.4256 	DATA 	Keypress: f
75.4333 	EXP 	TestQuestion: autoDraw = False
75.4333 	EXP 	TestWordL: autoDraw = False
75.4333 	EXP 	TestWordR: autoDraw = False
75.4333 	EXP 	TestHint: autoDraw = False
75.4333 	EXP 	TestQuestion: text = 'Чем рисуют картины?'
75.4333 	EXP 	TestWordL: text = 'транспорт'
75.4333 	EXP 	TestWordR: text = 'краска'
75.4333 	EXP 	TestQuestion: autoDraw = True
78.4182 	EXP 	TestWordL: autoDraw = True
78.4182 	EXP 	TestWordR: autoDraw = True
78.4331 	EXP 	TestQuestion: autoDraw = False
80.4168 	EXP 	TestHint: autoDraw = True
80.4322 	EXP 	TestWordL: autoDraw = False
80.4322 	EXP 	TestWordR: autoDraw = False
80.7371 	EXP 	New trial (rep=0, index=10): {'question': 'Какое из слов написано большими буквами?', 'wordL': 'ВОДА', 'wordR': 'отец', 'wordcolorL': 'white', 'wordcolorR': 'white'}
80.7670 	DATA 	Keypress: j
80.7833 	EXP 	TestQuestion: autoDraw = False
80.7833 	EXP 	TestWordL: autoDraw = False
80.7833 	EXP 	TestWordR: autoDraw = False
80.7833 	EXP 	TestHint: autoDraw = False
80.7833 	EXP 	TestQuestion: text = 'Какое из слов написано большими буквами?'
80.7833 	EXP 	TestWordL: text = 'ВОДА'
80.7833 	EXP 	TestWordR: text = 'отец'
80.7833 	EXP 	TestQuestion: autoDraw = True
83.7653 	EXP 	TestWordL: autoDraw = True
83.7653 	EXP 	TestWordR: autoDraw = True
83.7989 	EXP 	TestQuestion: autoDraw = False
85.7653 	EXP 	TestWordL: autoDraw = False
85.7653 	EXP 	TestWordR: autoDraw = False
85.7653 	EXP 	TestHint: autoDraw = True
86.3370 	EXP 	New trial (rep=0, index=11): {'question': 'Какое слово относится к категории музыка?', 'wordL': 'море', 'wordR': 'песня', 'wordcolorL': 'white', 'wordcolorR': 'white'}
86.3631 	DATA 	Keypress: f
86.3828 	EXP 	TestQuestion: autoDraw = False
86.3828 	EXP 	TestWordL: autoDraw = False
86.3828 	EXP 	TestWordR: autoDraw = False
86.3828 	EXP 	TestHint: autoDraw = False
86.3828 	EXP 	TestQuestion: text = 'Какое слово относится к категории музыка?'
86.3828 	EXP 	TestWordL: text = 'море'
86.3828 	EXP 	TestWordR: text = 'песня'
86.3828 	EXP 	TestQuestion: autoDraw = True
89.3654 	EXP 	TestWordL: autoDraw = True
89.3654 	EXP 	TestWordR: autoDraw = True
89.3824 	EXP 	TestQuestion: autoDraw = False
90.7219 	DATA 	Keypress: j
91.3648 	EXP 	TestWordL: autoDraw = False
91.3648 	EXP 	TestWordR: autoDraw = False
91.3648 	EXP 	TestHint: autoDraw = True
91.7362 	EXP 	New trial (rep=0, index=12): {'question': 'Какое слово начинается с буквы "И"?', 'wordL': 'тысяча', 'wordR': 'имя', 'wordcolorL': 'white', 'wordcolorR': 'white'}
91.7728 	DATA 	Keypress: j
91.7821 	EXP 	TestQuestion: autoDraw = False
91.7821 	EXP 	TestWordL: autoDraw = False
91.7821 	EXP 	TestWordR: autoDraw = False
91.7821 	EXP 	TestHint: autoDraw = False
91.7821 	EXP 	TestQuestion: text = 'Какое слово начинается с буквы "И"?'
91.7821 	EXP 	TestWordL: text = 'тысяча'
91.7821 	EXP 	TestWordR: text = 'имя'
91.7821 	EXP 	TestQuestion: autoDraw = True
94.7644 	EXP 	TestWordL: autoDraw = True
94.7644 	EXP 	TestWordR: autoDraw = True
94.7822 	EXP 	TestQuestion: autoDraw = False
96.7636 	EXP 	TestWordL: autoDraw = False
96.7636 	EXP 	TestWordR: autoDraw = False
96.7636 	EXP 	TestHint: autoDraw = True
97.0887 	DATA 	Keypress: j
97.1026 	EXP 	New trial (rep=0, index=13): {'question': 'Какое слово относится к категории предметы мебели?', 'wordL': 'диван', 'wordR': 'печать', 'wordcolorL': 'white', 'wordcolorR': 'white'}
97.1481 	EXP 	TestQuestion: autoDraw = False
97.1481 	EXP 	TestWordL: autoDraw = False
97.1481 	EXP 	TestWordR: autoDraw = False
97.1481 	EXP 	TestHint: autoDraw = False
97.1481 	EXP 	TestQuestion: text = 'Какое слово относится к категории предметы мебели?'
97.1481 	EXP 	TestWordL: text = 'диван'
97.1481 	EXP 	TestWordR: text = 'печать'
97.1481 	EXP 	TestQuestion: autoDraw = True
100.1308 	EXP 	TestWordL: autoDraw = True
100.1308 	EXP 	TestWordR: autoDraw = True
100.1478 	EXP 	TestQuestion: autoDraw = False
102.1298 	EXP 	TestWordL: autoDraw = False
102.1298 	EXP 	TestWordR: autoDraw = False
102.1298 	EXP 	TestHint: autoDraw = True
102.3865 	EXP 	New trial (rep=0, index=14): {'question': 'Какое из слов относится к географии?', 'wordL': 'страна', 'wordR': 'случай', 'wordcolorL': 'white', 'wordcolorR': 'white'}
102.4168 	DATA 	Keypress: f
102.4298 	EXP 	TestQuestion: autoDraw = False
102.4298 	EXP 	TestWordL: autoDraw = False
102.4298 	EXP 	TestWordR: autoDraw = False
102.4298 	EXP 	TestHint: autoDraw = False
102.4298 	EXP 	TestQuestion: text = 'Какое из слов относится к географии?'
102.4298 	EXP 	TestWordL: text = 'страна'
102.4298 	EXP 	TestWordR: text = 'случай'
102.4298 	EXP 	TestQuestion: autoDraw = True
105.4146 	EXP 	TestWordL: autoDraw = True
105.4146 	EXP 	TestWordR: autoDraw = True
105.4293 	EXP 	TestQuestion: autoDraw = False
107.4131 	EXP 	TestHint: autoDraw = True
107.4289 	EXP 	TestWordL: autoDraw = False
107.4289 	EXP 	TestWordR: autoDraw = False
107.7185 	EXP 	New trial (rep=0, index=15): {'question': 'Что относится ко времени?', 'wordL': 'уровень', 'wordR': 'минута', 'wordcolorL': 'white', 'wordcolorR': 'white'}
107.7438 	DATA 	Keypress: f
107.7622 	EXP 	TestQuestion: autoDraw = False
107.7622 	EXP 	TestWordL: autoDraw = False
107.7622 	EXP 	TestWordR: autoDraw = False
107.7622 	EXP 	TestHint: autoDraw = False
107.7622 	EXP 	TestQuestion: text = 'Что относится ко времени?'
107.7622 	EXP 	TestWordL: text = 'уровень'
107.7622 	EXP 	TestWordR: text = 'минута'
107.7622 	EXP 	TestQuestion: autoDraw = True
110.7294 	EXP 	TestWordL: autoDraw = True
110.7294 	EXP 	TestWordR: autoDraw = True
110.7616 	EXP 	TestQuestion: autoDraw = False
112.7282 	EXP 	TestWordL: autoDraw = False
112.7282 	EXP 	TestWordR: autoDraw = False
112.7282 	EXP 	TestHint: autoDraw = True
113.0188 	EXP 	New trial (rep=0, index=16): {'question': 'Какое слово синего цвета?', 'wordL': 'порядок', 'wordR': 'момент', 'wordcolorL': 'white', 'wordcolorR': 'blue'}
113.0484 	DATA 	Keypress: j
113.0616 	EXP 	TestQuestion: autoDraw = False
113.0616 	EXP 	TestWordL: autoDraw = False
113.0616 	EXP 	TestWordR: autoDraw = False
113.0616 	EXP 	TestHint: autoDraw = False
113.0616 	EXP 	TestQuestion: text = 'Какое слово синего цвета?'
113.0616 	EXP 	TestWordL: text = 'порядок'
113.0616 	EXP 	TestWordR: text = 'момент'
113.0616 	EXP 	TestQuestion: autoDraw = True
116.0464 	EXP 	TestWordL: autoDraw = True
116.0464 	EXP 	TestWordR: autoDraw = True
116.0609 	EXP 	TestQuestion: autoDraw = False
118.0452 	EXP 	TestHint: autoDraw = True
118.0608 	EXP 	TestWordL: autoDraw = False
