testing_trials.thisRepN,testing_trials.thisTrialN,testing_trials.thisN,testing_trials.thisIndex,question,wordL,wordR,wordcolorL,wordcolorR,ExHint.started,ExHint.stopped,Instr3_text.started,Instr3_text.stopped,TestHint.started,TestHint.stopped,TestKeyresp.keys,TestKeyresp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,24.304908699938096,None,24.9042212999193,None,50.916060799965635,None,f,1.0724413000280038,,,,,,,
