testing_trials.thisRepN,testing_trials.thisTrialN,testing_trials.thisN,testing_trials.thisIndex,question,wordL,wordR,wordcolorL,wordcolorR,ExHint.started,ExHint.stopped,Instr3_text.started,Instr3_text.stopped,TestHint.started,TestHint.stopped,TestKeyresp.keys,TestKeyresp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,21.61093029996846,None,22.295762500027195,None,69.29266119992826,None,f,2.074001699918881,,,,,,,
