testing_trials.thisRepN,testing_trials.thisTrialN,testing_trials.thisN,testing_trials.thisIndex,question,wordL,wordR,wordcolorL,wordcolorR,ExHint.started,ExHint.stopped,Instr3_text.started,Instr3_text.stopped,TestHint.started,TestHint.stopped,TestKeyresp.keys,TestKeyresp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,28.051026200060733,None,29.513565000030212,None,44.47800520004239,None,j,0.7846985999494791,,,,,,,
